# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Mon Mar 04 14:57:16 AEDT 2024 [seed=1709524635663]
# -overwrite cholera_fixed_phi.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	kappa	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
0	-809.7991738497803	-809.7991738497803	-2.664535259100377E-15	74.00706630536922	1935.9929336946307	385.0929319240207	10.0	2.0	0.5	1.0	1.0	-2.664535259100377E-15	0.0	-415.71403732427746
25000	-406.83144934152847	-406.83144934152847	-4.329869796038114E-15	78.56457288215769	1931.4354271178422	369.8002241107796	10.0	1.3716250785338082	1.170209185993941	5.91235397294382E-4	5.912353972943824E-4	-4.329869796038114E-15	0.0	-400.23414081455996
50000	-403.28521085165875	-403.28521085165875	-3.996802888650567E-15	76.32492339670947	1933.6750766032906	344.6145516637339	10.0	1.7606485490043744	0.5009031187148144	0.0039002305590450214	0.0039002305590450175	-3.996802888650567E-15	0.0	-395.76218804405113
75000	-393.74729834590505	-393.74729834590505	-4.329869796038114E-15	79.16983889613772	1930.8301611038623	358.73972239332056	10.0	2.001000393788607	0.13983905512259925	2.4188941764628706E-4	2.4188941764628712E-4	-4.329869796038114E-15	0.0	-389.5163095066005
100000	-385.1564963648955	-385.1564963648955	-1.9984014443252826E-15	76.77313596969529	1933.2268640303048	356.558805074522	10.0	6.306169912135294	0.010604491081278613	6.282425765076162E-4	6.282425765076157E-4	-1.9984014443252826E-15	0.0	-379.2220116751613
125000	-406.28639657383053	-406.28639657383053	-5.329070518200756E-15	82.22499561451997	1927.77500438548	359.93969875550226	10.0	0.8203090002939929	1.0500258672614016	3.4809426351887064E-4	3.4809426351887064E-4	-5.329070518200756E-15	0.0	-400.4786218008351
150000	-402.43784646408693	-402.43784646408693	-4.662936703425661E-15	73.64096881070715	1936.3590311892929	329.2010987620593	10.0	6.616926313460441	1.1706192994467923	0.0044131869876528704	0.004413186987652874	-4.662936703425661E-15	0.0	-391.8651335595628
175000	-423.5260629110861	-423.5260629110861	-5.329070518200756E-15	88.28413840201766	1921.7158615979824	403.10127251920875	10.0	3.282170488470364	0.5171242511575629	0.001426024459416531	0.001426024459416531	-5.329070518200756E-15	0.0	-416.7474636013862
200000	-408.25947570304413	-408.25947570304413	-2.664535259100377E-15	88.75203599319435	1921.2479640068057	389.92376741165975	10.0	4.769111618022495	0.028500932419374292	3.103788514729846E-5	3.103788514729848E-5	-2.664535259100377E-15	0.0	-404.45454136189693
225000	-410.4930981374484	-410.4930981374484	-4.996003610813208E-15	90.91683820902969	1919.0831617909703	382.11353275132814	10.0	1.3253778280129251	0.9554991199874229	1.899429355679266E-4	1.899429355679265E-4	-4.996003610813208E-15	0.0	-405.0742992032571
250000	-409.6571403311488	-409.6571403311488	-5.329070518200756E-15	86.46398620670743	1923.5360137932926	383.6345470275795	10.0	2.6579443734043218	0.3799427386662559	9.593701394123452E-5	9.593701394123459E-5	-5.329070518200756E-15	0.0	-405.2378213789875
275000	-404.8574518296413	-404.8574518296413	-4.662936703425661E-15	73.29958374173182	1936.7004162582682	355.21843085576864	10.0	1.0413632558666945	0.3040536629144143	1.8855418746924127E-5	1.885541874692413E-5	-4.662936703425661E-15	0.0	-402.03758255525844
300000	-413.2744126172257	-413.2744126172257	-4.996003610813208E-15	79.30746819269368	1930.6925318073063	356.5470486681742	10.0	3.963594360110078	0.7060008871810783	0.003586626254318948	0.0035866262543189477	-4.996003610813208E-15	0.0	-404.6687765159503
325000	-430.867531535764	-430.867531535764	-5.662137425588305E-15	86.37722648686966	1923.6227735131304	408.22069389239897	10.0	2.4068067986983546	1.1341270227708031	2.881944065246457E-4	2.881944065246455E-4	-5.662137425588305E-15	0.0	-424.4347628832359
350000	-406.08382424462525	-406.08382424462525	-5.995204332975852E-15	81.6227004931076	1928.3772995068923	379.7304322511514	10.0	1.4041152116197146	0.42105821850260067	8.01017843077478E-4	8.010178430774781E-4	-5.995204332975852E-15	0.0	-400.74736262950455
375000	-393.28738562973166	-393.28738562973166	-4.662936703425661E-15	81.73278366643646	1928.2672163335635	341.4396868198735	10.0	1.8181338956866953	0.6870352515671672	2.370964917674499E-4	2.3709649176744971E-4	-4.662936703425661E-15	0.0	-388.02722653316965
400000	-400.5628900544049	-400.5628900544049	-4.662936703425661E-15	75.39368855189463	1934.6063114481053	350.3378975559842	10.0	2.4904738031683227	0.1237136348611825	3.212621962665822E-5	3.2126219626658227E-5	-4.662936703425661E-15	0.0	-397.2459823490015
425000	-398.05124554920604	-398.05124554920604	-4.996003610813208E-15	74.61369473233196	1935.386305267668	348.53987099721763	10.0	2.7121597636802215	0.35153956332338304	3.7168919597763774E-4	3.716891959776376E-4	-4.996003610813208E-15	0.0	-392.8508046070164
450000	-426.28188783150017	-426.28188783150017	-4.329869796038114E-15	79.35843975955707	1930.641560240443	406.0000486088735	10.0	0.6242781732234182	1.7050171381118924	7.893325378662894E-7	7.89332537866289E-7	-4.329869796038114E-15	0.0	-422.4336599949489
475000	-401.94516253695593	-401.94516253695593	-4.329869796038114E-15	75.46426682861589	1934.5357331713842	354.25628873337934	10.0	18.70866512443381	0.1821813373198837	1.7030907439313607E-7	1.7030907439313607E-7	-4.329869796038114E-15	0.0	-397.943202725767
500000	-408.3902605108675	-408.3902605108675	-3.663735981263019E-15	90.75906624062014	1919.24093375938	385.4597454241973	10.0	1.2624185997889505	0.11330727553646662	1.8840182202759951E-4	1.884018220275995E-4	-3.663735981263019E-15	0.0	-404.68977334055387
525000	-420.266150952054	-420.266150952054	-5.662137425588305E-15	85.08517218139295	1924.9148278186071	389.5884778241379	10.0	7.625803973920514	0.1279134682055269	1.411734488167768E-6	1.4117344881677694E-6	-5.662137425588305E-15	0.0	-417.1099560595867
550000	-386.7063567719513	-386.7063567719513	-3.663735981263019E-15	88.08435373482614	1921.9156462651738	339.63217203233944	10.0	0.9815839873082592	0.20742585935063018	6.109311530698879E-5	6.109311530698878E-5	-3.663735981263019E-15	0.0	-383.4771551621887
575000	-390.07284924533815	-390.07284924533815	-3.996802888650567E-15	99.79205831432094	1910.207941685679	369.5875505443006	10.0	4.282383959208141	0.036168929760796484	8.622771367740031E-4	8.622771367740033E-4	-3.996802888650567E-15	0.0	-384.3997010398261
600000	-400.1270765179338	-400.1270765179338	-9.99200722162641E-16	88.73149343919027	1921.2685065608098	381.56355495915926	10.0	1.578433301393651	0.005718139522932292	6.930583517133319E-4	6.930583517133313E-4	-9.99200722162641E-16	0.0	-395.6638806507814
625000	-415.9751867284503	-415.9751867284503	-3.996802888650567E-15	74.60458158959787	1935.395418410402	322.27562681263873	10.0	0.8083792570304423	0.0298930212574249	7.989654140521395E-4	7.98965414052139E-4	-3.996802888650567E-15	0.0	-411.60814479182534
650000	-414.9841958271532	-414.9841958271532	-5.329070518200756E-15	90.98838136870911	1919.011618631291	411.42457038894696	10.0	3.47620046047757	0.09736715706438538	0.005189709258004443	0.005189709258004444	-5.329070518200756E-15	0.0	-406.78367473605533
675000	-421.42648448595725	-421.42648448595725	-4.996003610813208E-15	79.14263763053471	1930.8573623694654	366.41760091917155	10.0	1.6646230355577154	0.16679754830745305	0.0011249564963871257	0.0011249564963871255	-4.996003610813208E-15	0.0	-416.1953522306774
700000	-435.3656142902703	-435.3656142902703	-5.329070518200756E-15	82.36037169171291	1927.639628308287	389.37646881698055	10.0	15.026805587379938	0.29743163985389603	0.0011009717332852522	0.0011009717332852518	-5.329070518200756E-15	0.0	-426.8390761235002
725000	-431.51876337557036	-431.51876337557036	-4.662936703425661E-15	84.25298459825954	1925.7470154017406	410.479861308401	10.0	0.6987985511752056	0.6618289626210578	7.209619732621668E-4	7.209619732621668E-4	-4.662936703425661E-15	0.0	-426.0475404772604
750000	-396.5190778250418	-396.5190778250418	-4.996003610813208E-15	85.9381261490208	1924.0618738509793	362.0540911744416	10.0	0.84718505020078	0.36701959291998204	0.0010294059917717558	0.0010294059917717552	-4.996003610813208E-15	0.0	-391.282852967946
