# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Mon Mar 04 14:56:20 AEDT 2024 [seed=1709524579725]
# -overwrite cholera_fixed_phi.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	kappa	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
0	-278.2227555416211	-278.2227555416211	-3.3306690738754712E-15	73.42431835852697	1936.575681641473	132.7123615650562	1.0	2.0	0.5	1.0	1.0	-3.3306690738754712E-15	0.0	-138.2948215852037
25000	-130.74491950843642	-130.74491950843642	-3.996802888650567E-15	73.24676477973328	1936.7532352202668	129.81723665141442	1.0	2.92812603060753	0.9248003801870958	0.009023575064600536	0.009023575064600536	-3.996802888650567E-15	0.0	-123.49840563798601
50000	-126.69347792332628	-126.69347792332628	-4.996003610813208E-15	80.83136933032839	1929.1686306696715	135.80320692802906	1.0	0.11091866888444801	0.8753031018868646	0.001687813962051029	0.0016878139620510294	-4.996003610813208E-15	0.0	-121.3493302555002
75000	-128.29002526706978	-128.29002526706978	-3.663735981263019E-15	73.72724932430712	1936.2727506756928	130.03291878646746	1.0	0.8297387571659939	0.3966342345538837	2.8593101924965364E-4	2.8593101924965364E-4	-3.663735981263019E-15	0.0	-125.77300808567907
100000	-120.17773163388702	-120.17773163388702	-4.329869796038114E-15	73.55319387529853	1936.4468061247014	123.99544575776926	1.0	0.9033409997883217	1.1709574525057773	0.008103777663419968	0.008103777663419968	-4.329869796038114E-15	0.0	-113.42572266291542
125000	-144.32275750747203	-144.32275750747203	-4.662936703425661E-15	73.24574029860808	1936.754259701392	137.32417440504577	1.0	1.298466111454096	0.4725574983470823	0.002336937061412334	0.0023369370614123326	-4.662936703425661E-15	0.0	-140.1751118082945
150000	-118.20409897540605	-118.20409897540605	-4.996003610813208E-15	73.15461355171895	1936.845386448281	124.73467868298916	1.0	2.9072404514182804	0.24818367873963132	0.0014227077760813511	0.0014227077760813516	-4.996003610813208E-15	0.0	-114.21592566993003
175000	-137.44298551024653	-137.44298551024653	-4.996003610813208E-15	73.45101590355894	1936.548984096441	134.57563548359025	1.0	0.22906854846546004	0.1821610185203579	4.992162438809299E-4	4.992162438809297E-4	-4.996003610813208E-15	0.0	-134.84293227817477
200000	-113.17707907222854	-113.17707907222854	-5.995204332975852E-15	73.62033172322803	1936.379668276772	121.22398395705704	1.0	2.4069445784437935	0.24691441383990292	0.005541643373698512	0.005541643373698508	-5.995204332975852E-15	0.0	-108.18854264116364
225000	-118.52968393134708	-118.52968393134708	-5.329070518200756E-15	73.72733920164102	1936.272660798359	122.9407907006717	1.0	0.9895582612964539	0.06666661616079617	0.010551300669673533	0.010551300669673528	-5.329070518200756E-15	0.0	-113.52812699761716
250000	-117.66645747439198	-117.66645747439198	-4.329869796038114E-15	73.04995243454275	1936.9500475654572	120.59684510808675	1.0	1.5672370550245787	1.4022468952235974	0.008036249524836045	0.008036249524836047	-4.329869796038114E-15	0.0	-110.21819803756568
275000	-123.90329927841333	-123.90329927841333	-4.996003610813208E-15	74.08152203771922	1935.9184779622808	126.92139110231537	1.0	8.456552966784225	0.22460328290238143	1.8579215172084633E-4	1.8579215172084633E-4	-4.996003610813208E-15	0.0	-119.66421892864196
