# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Mon Mar 04 15:27:31 AEDT 2024 [seed=1709526451189]
# -overwrite cholera_aln_prior_template.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	kappa	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
0	-261.8750630679695	-261.8750630679695	-3.3306690738754712E-15	73.190427058062	1936.809572941938	129.89917071410287	1.0	2.0	0.5	1.0	1.0	-3.3306690738754712E-15	0.0	-122.4543534553737
25000	-102.53757425828486	-102.53757425828486	-5.662137425588305E-15	73.11484948388743	1936.8851505161126	119.6405916046864	0.687235801097203	1.4592186547148231	1.4221007920294266	0.001381547911177459	0.0013815479111774587	-5.662137425588305E-15	0.0	-94.47922133412669
50000	11.234171952052723	11.234171952052728	-5.329070518200756E-15	73.08304910176174	1936.9169508982382	92.71700958478864	0.34190645851979634	1.2314871255665787	0.5722508721191006	2.2382807922226492E-4	2.2382807922226495E-4	-5.329070518200756E-15	0.0	16.57280866724717
75000	-5.2368585591727825	-5.236858559172775	-7.327471962526043E-15	73.50684445291397	1936.493155547086	93.25755025164338	0.3320694391602439	1.6175598302570178	0.21070402317530137	0.005941257765002735	0.005941257765002734	-7.327471962526043E-15	0.0	1.7067983783181355
100000	38.09955455757453	38.099554557574535	-4.662936703425661E-15	73.04842085855857	1936.9515791414415	88.18788545877332	0.23850258372210018	3.9828777849234673	0.1879281586108117	0.0035563956443554388	0.0035563956443554396	-4.662936703425661E-15	0.0	45.3901448808444
125000	2.41636183759761	2.4163618375976164	-6.328271240363399E-15	74.19601664660598	1935.803983353394	95.69789340820566	0.33232520358642365	1.6196635817035363	0.40635314779527815	0.007564690727345804	0.007564690727345804	-6.328271240363399E-15	0.0	10.029913001529572
150000	104.62723704161068	104.62723704161068	-6.328271240363399E-15	73.02957480302845	1936.9704251969715	81.89847987744271	0.15323633843961249	2.9179149497091568	0.4204954613189908	6.962892229121557E-5	6.962892229121555E-5	-6.328271240363399E-15	0.0	109.78914169710335
175000	68.39861377563537	68.39861377563537	-4.329869796038114E-15	73.08216778701826	1936.9178322129817	85.89524942213393	0.1700750608569474	0.5477450682528373	1.4428700901138445	0.0032840579664914584	0.0032840579664914593	-4.329869796038114E-15	0.0	76.93142507098813
200000	-12.079533182108754	-12.079533182108749	-5.995204332975852E-15	73.93260231112215	1936.067397688878	96.85185801742685	0.3322237229774465	1.4507551718474312	0.6976956847518853	5.470851764005477E-4	5.470851764005479E-4	-5.995204332975852E-15	0.0	-5.943306433098943
225000	59.37637195664388	59.37637195664389	-5.662137425588305E-15	73.03805356040779	1936.961946439592	85.31196273778991	0.2517884745409212	1.815357966697251	0.09838492844128958	0.016045550260426502	0.016045550260426502	-5.662137425588305E-15	0.0	67.53277895151344
250000	25.2272830285864	25.227283028586402	-4.662936703425661E-15	73.15823538342508	1936.841764616575	91.98270652505501	0.2822812222187527	2.306454739103258	0.2875345995522492	0.0018267581302764773	0.0018267581302764768	-4.662936703425661E-15	0.0	31.632964729446982
275000	47.788374926929244	47.78837492692925	-3.663735981263019E-15	73.08116869558376	1936.9188313044162	87.86804700422078	0.21602723520185654	3.724560560453094	0.7250595531817534	6.205434821782854E-5	6.205434821782854E-5	-3.663735981263019E-15	0.0	53.74060931697802
300000	24.277483690285553	24.277483690285557	-3.3306690738754712E-15	73.08661041831833	1936.9133895816817	91.97967625486291	0.2957240720486341	8.970197978095946	0.0563941442367608	9.305579205377128E-4	9.305579205377124E-4	-3.3306690738754712E-15	0.0	31.606898447728337
325000	16.004034859428323	16.00403485942833	-5.662137425588305E-15	73.21607089364419	1936.7839291063558	92.2732689928939	0.27611372529023154	1.209303801837211	0.29468371816825206	0.007616649220190417	0.007616649220190416	-5.662137425588305E-15	0.0	23.226742609440738
350000	-68.15210932177881	-68.15210932177881	-4.996003610813208E-15	73.71232115283856	1936.2876788471615	112.57062330287977	0.6200445235314918	1.103029892002876	0.5610341210980154	2.279901852723887E-5	2.2799018527238866E-5	-4.996003610813208E-15	0.0	-64.14364228998804
375000	-131.45225566061436	-131.45225566061436	-4.329869796038114E-15	73.534937772611	1936.465062227389	128.28421700830424	1.1070909544589813	8.04674351216339	0.04408420297094908	0.0019940244394526445	0.001994024439452645	-4.329869796038114E-15	0.0	-123.95040423548741
400000	-117.20280029363683	-117.20280029363683	-4.996003610813208E-15	73.42059172530509	1936.579408274695	124.35392531898404	0.9649907946195937	2.5782198985599334	0.5667784232358978	1.9461499056680693E-4	1.9461499056680696E-4	-4.996003610813208E-15	0.0	-111.5492169204483
